Year_of_Day,Hobbies_items_Sold,Total_Revenue_in_Dollars,0.28137464345311947
is_snap,Foods_items_Sold,Total_Revenue_in_Dollars,0.34345790069229737
is_snap,Year_of_Day,is_holiday,0.007700476564596083
Hobbies_items_Sold,is_snap,Foods_items_Sold,0.10794032944442988
is_holiday,Year_of_Day,is_snap,0.013133822324386157
Year_of_Day,is_holiday,is_snap,0.011990268713020318
Year_of_Day,is_snap,Foods_items_Sold,0.17993485739384893
Household_items_Sold,Year_of_Day,Total_Revenue_in_Dollars,0.1026672769909486
is_holiday,Year_of_Day,Household_items_Sold,0.21830702037676852
is_snap,is_holiday,Foods_items_Sold,0.07378714852481266
Household_items_Sold,Hobbies_items_Sold,Total_Revenue_in_Dollars,0.08272222378418032
Year_of_Day,Hobbies_items_Sold,Household_items_Sold,0.2840062094851128
is_snap,Year_of_Day,Foods_items_Sold,0.1533410226625138
Total_Revenue_in_Dollars,Year_of_Day,Hobbies_items_Sold,0.10974808838577599
is_snap,Year_of_Day,Total_Revenue_in_Dollars,0.2128026934722561
is_holiday,Foods_items_Sold,Total_Revenue_in_Dollars,0.3346742578951374
Total_Revenue_in_Dollars,is_holiday,is_snap,0.02223820252349335
Total_Revenue_in_Dollars,is_snap,Foods_items_Sold,0.0838640924834862
Total_Revenue_in_Dollars,Hobbies_items_Sold,Household_items_Sold,0.07180757053508816
Foods_items_Sold,Hobbies_items_Sold,Total_Revenue_in_Dollars,0.133963592087522
is_holiday,Hobbies_items_Sold,Total_Revenue_in_Dollars,0.28013500136165964
Hobbies_items_Sold,Foods_items_Sold,Household_items_Sold,0.12778810781028027
is_holiday,Household_items_Sold,Total_Revenue_in_Dollars,0.3456762011113719
is_snap,is_holiday,Hobbies_items_Sold,0.07992746889224486
Hobbies_items_Sold,Household_items_Sold,Total_Revenue_in_Dollars,0.15039572682903105
Household_items_Sold,Year_of_Day,Hobbies_items_Sold,0.1204667000154069
is_holiday,Year_of_Day,Foods_items_Sold,0.152330579791507
Household_items_Sold,is_snap,Total_Revenue_in_Dollars,0.09250664219844197
is_holiday,Hobbies_items_Sold,Household_items_Sold,0.31477864006897627
Household_items_Sold,is_holiday,Foods_items_Sold,0.06537254243176537
Year_of_Day,is_snap,Household_items_Sold,0.06449687207847367
is_holiday,is_snap,Hobbies_items_Sold,0.048070925995185955
is_snap,Year_of_Day,Hobbies_items_Sold,0.18252255067859294
Household_items_Sold,Foods_items_Sold,Hobbies_items_Sold,0.06450583694821274
Foods_items_Sold,is_holiday,Hobbies_items_Sold,0.054251508511880944
Foods_items_Sold,Hobbies_items_Sold,Household_items_Sold,0.13021047435501779
Year_of_Day,is_holiday,Foods_items_Sold,0.1171179204914176
is_snap,Year_of_Day,Household_items_Sold,0.2042121875857155
Household_items_Sold,is_snap,Foods_items_Sold,0.12051507045497864
Hobbies_items_Sold,Year_of_Day,Foods_items_Sold,0.1260398784656176
is_snap,is_holiday,Total_Revenue_in_Dollars,0.06848208464663194
is_snap,Foods_items_Sold,Household_items_Sold,0.3234454845193271
is_holiday,Year_of_Day,Total_Revenue_in_Dollars,0.18805727645767792
Foods_items_Sold,is_holiday,is_snap,0.013412655069814943
Year_of_Day,is_holiday,Household_items_Sold,0.11739497251739742
is_snap,is_holiday,Household_items_Sold,0.10108017089082993
